nb_genes,name,product,type,partition,subpartition,partition_exact,partition_soft,length_avg,length_med,nb_organisms,Vibrio_coralliilyticus_RE22A,Vibrio_coralliilyticus_ATCC_BAA-450,Vibrio_coralliilyticus_OCN008,Vibrio_coralliilyticus_SNUTY-1,Vibrio_coralliilyticus_RE22B,Vibrio_coralliilyticus_AIC-7,Vibrio_coralliilyticus_S2052,Vibrio_coralliilyticus_S2043,viz,label,Vibrio_coralliilyticus_OCN014,Vibrio_coralliilyticus_080116A,Vibrio_coralliilyticus_RE98,Vibrio_coralliilyticus_NA0301,Vibrio_coralliilyticus_58,Vibrio_coralliilyticus_RE87,Vibrio_coralliilyticus_P1,degree
15,menI,1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase,CDS,persistent,P,exact_core,soft_core,452.0,452,15,IJBHHNBA_00659,CPFIEJMN_01414,FKIKDOPA_03171,KFHGEANF_05654,MKACMLCG_03463,NMLJHHJO_00981,NFFLFIEF_04427,GIHCKAFH_02351,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_00434,AADFBFMN_03990,PFGAHHNN_00080,HCPBJEEI_04113,PNJLNNEM_02369,FLLLBHKB_03361,ACOGLMFH_00014,AHGDBNMD_00434,2
15,bepA_3,Beta-barrel assembly-enhancing protease,CDS,persistent,P,exact_core,soft_core,784.6,788,15,IJBHHNBA_00660,CPFIEJMN_01415,FKIKDOPA_03172,KFHGEANF_05653,MKACMLCG_03462,NMLJHHJO_00980,NFFLFIEF_04428,GIHCKAFH_02352,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_00435,AADFBFMN_03991,PFGAHHNN_00081,HCPBJEEI_04112,PNJLNNEM_02368,FLLLBHKB_03360,ACOGLMFH_00015,AHGDBNMD_00435,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,683.0,683,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_01846,,,,,,,AHGDBNMD_01846,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,1379.0,1379,15,IJBHHNBA_03943,CPFIEJMN_03236,FKIKDOPA_02939,KFHGEANF_01399,MKACMLCG_00239,NMLJHHJO_03318,NFFLFIEF_01306,GIHCKAFH_04179,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01849,AADFBFMN_02044,PFGAHHNN_04199,HCPBJEEI_00945,PNJLNNEM_03576,FLLLBHKB_00763,ACOGLMFH_02751,AHGDBNMD_01849,3
14,macB_1,Macrolide export ATP-binding/permease protein MacB,CDS,persistent,P,exact_accessory,soft_accessory,1282.79,1283,14,IJBHHNBA_03947,CPFIEJMN_03240,FKIKDOPA_02934,,MKACMLCG_00235,NMLJHHJO_03314,NFFLFIEF_01302,GIHCKAFH_04183,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_01853,AADFBFMN_02048,PFGAHHNN_04203,HCPBJEEI_00941,PNJLNNEM_03572,FLLLBHKB_00767,ACOGLMFH_02755,AHGDBNMD_01853,3
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,863.0,863,15,IJBHHNBA_03951,CPFIEJMN_03244,FKIKDOPA_02929,KFHGEANF_01387,MKACMLCG_00231,NMLJHHJO_03310,NFFLFIEF_01298,GIHCKAFH_04187,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01857,AADFBFMN_02052,PFGAHHNN_04207,HCPBJEEI_00937,PNJLNNEM_03568,FLLLBHKB_00771,ACOGLMFH_02759,AHGDBNMD_01857,3
14,hap,Hemagglutinin/proteinase,CDS,persistent,P,exact_accessory,soft_accessory,2003.0,2003,14,IJBHHNBA_03952,CPFIEJMN_03245,FKIKDOPA_02928,,MKACMLCG_00230,NMLJHHJO_03309,NFFLFIEF_01297,GIHCKAFH_04188,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_01858,AADFBFMN_02053,PFGAHHNN_04208,HCPBJEEI_00936,PNJLNNEM_03567,FLLLBHKB_00772,ACOGLMFH_02760,AHGDBNMD_01858,3
15,ptrB,Protease 2,CDS,persistent,P,exact_core,soft_core,2165.0,2165,15,IJBHHNBA_03954,CPFIEJMN_03247,FKIKDOPA_02926,KFHGEANF_01383,MKACMLCG_00228,NMLJHHJO_03307,NFFLFIEF_01295,GIHCKAFH_04190,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01860,AADFBFMN_02056,PFGAHHNN_04210,HCPBJEEI_00934,PNJLNNEM_03565,FLLLBHKB_00774,ACOGLMFH_02762,AHGDBNMD_01860,4
4,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,338.0,338,4,,,,,,,NFFLFIEF_01293,GIHCKAFH_04192,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 4.0}",AHGDBNMD_01862,,PFGAHHNN_04212,,,,,AHGDBNMD_01862,2
8,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1343.38,1355,8,,,FKIKDOPA_02924,KFHGEANF_01381,,NMLJHHJO_03445,NFFLFIEF_01291,GIHCKAFH_04194,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 8.0}",AHGDBNMD_01864,,,,PNJLNNEM_03563,FLLLBHKB_00776,,AHGDBNMD_01864,3
7,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1316.0,1316,7,,,FKIKDOPA_02923,KFHGEANF_01380,,NMLJHHJO_03446,NFFLFIEF_01290,GIHCKAFH_04195,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 7.0}",AHGDBNMD_01865,,,,,FLLLBHKB_00777,,AHGDBNMD_01865,3
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,905.2,905,15,IJBHHNBA_03963,CPFIEJMN_03256,FKIKDOPA_02917,KFHGEANF_01370,MKACMLCG_00219,NMLJHHJO_03452,NFFLFIEF_01285,GIHCKAFH_04200,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01870,AADFBFMN_02065,PFGAHHNN_04221,HCPBJEEI_00925,PNJLNNEM_03556,FLLLBHKB_00782,ACOGLMFH_02771,AHGDBNMD_01870,4
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,425.0,425,15,IJBHHNBA_03968,CPFIEJMN_03261,FKIKDOPA_02912,KFHGEANF_01364,MKACMLCG_00214,NMLJHHJO_03457,NFFLFIEF_01280,GIHCKAFH_04205,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01875,AADFBFMN_02070,PFGAHHNN_04226,HCPBJEEI_00920,PNJLNNEM_03551,FLLLBHKB_00788,ACOGLMFH_02776,AHGDBNMD_01875,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,788.0,788,15,IJBHHNBA_03969,CPFIEJMN_03262,FKIKDOPA_02911,KFHGEANF_01363,MKACMLCG_00213,NMLJHHJO_03458,NFFLFIEF_01279,GIHCKAFH_04206,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01876,AADFBFMN_02071,PFGAHHNN_04227,HCPBJEEI_00919,PNJLNNEM_03550,FLLLBHKB_00789,ACOGLMFH_02777,AHGDBNMD_01876,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,1049.0,1049,15,IJBHHNBA_03970,CPFIEJMN_03263,FKIKDOPA_02910,KFHGEANF_01362,MKACMLCG_00212,NMLJHHJO_03459,NFFLFIEF_01278,GIHCKAFH_04207,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01877,AADFBFMN_02072,PFGAHHNN_04228,HCPBJEEI_00918,PNJLNNEM_03549,FLLLBHKB_00790,ACOGLMFH_02778,AHGDBNMD_01877,2
14,cobT_2,Aerobic cobaltochelatase subunit CobT,CDS,persistent,P,exact_accessory,soft_accessory,1721.0,1721,14,IJBHHNBA_03973,CPFIEJMN_03266,,KFHGEANF_01359,MKACMLCG_00209,NMLJHHJO_03462,NFFLFIEF_01275,GIHCKAFH_04210,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_01880,AADFBFMN_02075,PFGAHHNN_04231,HCPBJEEI_00915,PNJLNNEM_03546,FLLLBHKB_00793,ACOGLMFH_02781,AHGDBNMD_01880,2
15,tauE,putative sulfite/organosulfonate exporter TauE,CDS,persistent,P,exact_core,soft_core,755.8,761,15,IJBHHNBA_03974,CPFIEJMN_03267,FKIKDOPA_00707,KFHGEANF_01358,MKACMLCG_00208,NMLJHHJO_03463,NFFLFIEF_01274,GIHCKAFH_04211,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01881,AADFBFMN_02076,PFGAHHNN_04232,HCPBJEEI_00914,PNJLNNEM_03545,FLLLBHKB_00794,ACOGLMFH_02782,AHGDBNMD_01881,3
15,eutD,Ethanolamine utilization protein EutD,CDS,persistent,P,exact_core,soft_core,1049.0,1049,15,IJBHHNBA_03975,CPFIEJMN_03268,FKIKDOPA_00706,KFHGEANF_01357,MKACMLCG_00207,NMLJHHJO_03464,NFFLFIEF_01273,GIHCKAFH_04212,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01882,AADFBFMN_02077,PFGAHHNN_04233,HCPBJEEI_00913,PNJLNNEM_03544,FLLLBHKB_00795,ACOGLMFH_02783,AHGDBNMD_01882,3
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,977.0,977,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_01884,,,,,,,AHGDBNMD_01884,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1283.0,1283,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_01885,,,,,,,AHGDBNMD_01885,2
1,mprA_2,Response regulator MprA,CDS,cloud,C,exact_accessory,soft_accessory,695.0,695,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_01886,,,,,,,AHGDBNMD_01886,2
1,mexB,Multidrug resistance protein MexB,CDS,cloud,C,exact_accessory,soft_accessory,3155.0,3155,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_01887,,,,,,,AHGDBNMD_01887,2
1,mdtA_3,Multidrug resistance protein MdtA,CDS,cloud,C,exact_accessory,soft_accessory,1151.0,1151,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_01888,,,,,,,AHGDBNMD_01888,2
1,cusC_1,Cation efflux system protein CusC,CDS,cloud,C,exact_accessory,soft_accessory,1373.0,1373,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_01889,,,,,,,AHGDBNMD_01889,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1487.0,1529,3,,CPFIEJMN_03270,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",AHGDBNMD_01890,,,,,FLLLBHKB_00797,,AHGDBNMD_01890,4
15,potD_1,Spermidine/putrescine-binding periplasmic protein,CDS,persistent,P,exact_core,soft_core,1023.2,1034,15,IJBHHNBA_02213,CPFIEJMN_00598,FKIKDOPA_03362,KFHGEANF_02079,MKACMLCG_00777,NMLJHHJO_01415,NFFLFIEF_00142,GIHCKAFH_03185,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03910,AADFBFMN_01417,PFGAHHNN_03963,HCPBJEEI_01503,PNJLNNEM_00066,FLLLBHKB_00153,ACOGLMFH_01030,AHGDBNMD_03910,4
15,cobB,NAD-dependent protein deacylase,CDS,persistent,P,exact_core,soft_core,737.0,737,15,IJBHHNBA_02216,CPFIEJMN_00601,FKIKDOPA_03358,KFHGEANF_02083,MKACMLCG_00780,NMLJHHJO_01418,NFFLFIEF_00145,GIHCKAFH_03182,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03913,AADFBFMN_01414,PFGAHHNN_03966,HCPBJEEI_01506,PNJLNNEM_00069,FLLLBHKB_00150,ACOGLMFH_01033,AHGDBNMD_03913,4
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,122.0,122,3,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",AHGDBNMD_03914,AADFBFMN_01413,,,,FLLLBHKB_00149,,AHGDBNMD_03914,2
13,,hypothetical protein,CDS,persistent,P,exact_accessory,soft_accessory,149.0,149,13,IJBHHNBA_02218,,FKIKDOPA_03356,KFHGEANF_02085,MKACMLCG_00782,NMLJHHJO_01420,NFFLFIEF_00147,GIHCKAFH_03180,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 13.0}",AHGDBNMD_03916,AADFBFMN_01411,PFGAHHNN_03968,HCPBJEEI_01508,PNJLNNEM_00071,,ACOGLMFH_01035,AHGDBNMD_03916,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,416.0,416,15,IJBHHNBA_02219,CPFIEJMN_00603,FKIKDOPA_03355,KFHGEANF_02086,MKACMLCG_00783,NMLJHHJO_01421,NFFLFIEF_00148,GIHCKAFH_03179,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03917,AADFBFMN_01410,PFGAHHNN_03969,HCPBJEEI_01509,PNJLNNEM_00072,FLLLBHKB_00147,ACOGLMFH_01036,AHGDBNMD_03917,4
14,,hypothetical protein,CDS,persistent,P,exact_accessory,soft_accessory,1046.0,1046,14,IJBHHNBA_02220,CPFIEJMN_00604,,KFHGEANF_02087,MKACMLCG_00784,NMLJHHJO_01422,NFFLFIEF_00149,GIHCKAFH_03178,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_03918,AADFBFMN_01409,PFGAHHNN_03970,HCPBJEEI_01510,PNJLNNEM_00073,FLLLBHKB_00146,ACOGLMFH_01037,AHGDBNMD_03918,2
15,torD_1,Chaperone protein TorD,CDS,persistent,P,exact_core,soft_core,630.8,632,15,IJBHHNBA_02224,CPFIEJMN_00608,FKIKDOPA_03349,KFHGEANF_02091,MKACMLCG_00788,NMLJHHJO_01426,NFFLFIEF_00153,GIHCKAFH_03174,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03922,AADFBFMN_01405,PFGAHHNN_03974,HCPBJEEI_01514,PNJLNNEM_00077,FLLLBHKB_00142,ACOGLMFH_01041,AHGDBNMD_03922,2
15,ndhI,NAD(P)H-quinone oxidoreductase subunit I%2C chloroplastic,CDS,persistent,P,exact_core,soft_core,1661.0,1661,15,IJBHHNBA_02225,CPFIEJMN_00609,FKIKDOPA_03348,KFHGEANF_02092,MKACMLCG_00789,NMLJHHJO_01427,NFFLFIEF_00154,GIHCKAFH_03173,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03923,AADFBFMN_01404,PFGAHHNN_03975,HCPBJEEI_01515,PNJLNNEM_00078,FLLLBHKB_00141,ACOGLMFH_01042,AHGDBNMD_03923,3
15,fdhD,Protein FdhD,CDS,persistent,P,exact_core,soft_core,824.0,824,15,IJBHHNBA_02228,CPFIEJMN_00612,FKIKDOPA_03345,KFHGEANF_02095,MKACMLCG_00792,NMLJHHJO_01430,NFFLFIEF_00157,GIHCKAFH_03170,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03926,AADFBFMN_01401,PFGAHHNN_03979,HCPBJEEI_01518,PNJLNNEM_00081,FLLLBHKB_00138,ACOGLMFH_01045,AHGDBNMD_03926,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,416.0,419,3,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",AHGDBNMD_03928,AADFBFMN_04725,,,,FLLLBHKB_04377,,AHGDBNMD_03928,4
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,524.0,524,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_03929,,,,,,,AHGDBNMD_03929,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,398.0,398,3,IJBHHNBA_01389,,,,MKACMLCG_04432,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",AHGDBNMD_03930,,,,,,,AHGDBNMD_03930,3
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,2039.0,2039,3,IJBHHNBA_01388,,,,MKACMLCG_04433,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",AHGDBNMD_03931,,,,,,,AHGDBNMD_03931,2
14,sasA_14,Adaptive-response sensory-kinase SasA,CDS,persistent,P,exact_accessory,soft_accessory,1407.71,1409,14,IJBHHNBA_01381,CPFIEJMN_02114,FKIKDOPA_00541,,MKACMLCG_04440,NMLJHHJO_00322,NFFLFIEF_02982,GIHCKAFH_03505,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_03939,AADFBFMN_04715,PFGAHHNN_00798,HCPBJEEI_03316,PNJLNNEM_01915,FLLLBHKB_04387,ACOGLMFH_00727,AHGDBNMD_03939,4
15,rutD,Putative aminoacrylate hydrolase RutD,CDS,persistent,P,exact_core,soft_core,851.0,851,15,IJBHHNBA_01376,CPFIEJMN_02110,FKIKDOPA_00545,KFHGEANF_04714,MKACMLCG_04445,NMLJHHJO_00327,NFFLFIEF_02986,GIHCKAFH_03509,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03943,AADFBFMN_04711,PFGAHHNN_00794,HCPBJEEI_03320,PNJLNNEM_01911,FLLLBHKB_04392,ACOGLMFH_00723,AHGDBNMD_03943,5
14,uacT,Uric acid transporter UacT,CDS,persistent,P,exact_accessory,soft_accessory,1403.0,1403,14,IJBHHNBA_01374,CPFIEJMN_02108,FKIKDOPA_00548,,MKACMLCG_04447,NMLJHHJO_00329,NFFLFIEF_02988,GIHCKAFH_03511,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_03945,AADFBFMN_04709,PFGAHHNN_00792,HCPBJEEI_03322,PNJLNNEM_01909,FLLLBHKB_04394,ACOGLMFH_00721,AHGDBNMD_03945,3
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,500.0,500,15,IJBHHNBA_01362,CPFIEJMN_02096,FKIKDOPA_00561,KFHGEANF_04731,MKACMLCG_04460,NMLJHHJO_00340,NFFLFIEF_02999,GIHCKAFH_03522,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03956,AADFBFMN_04698,PFGAHHNN_00781,HCPBJEEI_03334,PNJLNNEM_01897,FLLLBHKB_04405,ACOGLMFH_00710,AHGDBNMD_03956,4
13,PGdx_1,Hybrid peroxiredoxin hyPrx5,CDS,persistent,P,exact_accessory,soft_accessory,473.0,473,13,IJBHHNBA_01354,CPFIEJMN_02088,FKIKDOPA_00570,,MKACMLCG_04468,NMLJHHJO_00348,NFFLFIEF_03007,GIHCKAFH_03530,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 13.0}",AHGDBNMD_03964,AADFBFMN_04690,PFGAHHNN_00773,HCPBJEEI_03342,PNJLNNEM_01889,,ACOGLMFH_00702,AHGDBNMD_03964,2
14,,hypothetical protein,CDS,persistent,P,exact_accessory,soft_accessory,1229.0,1229,14,IJBHHNBA_01349,CPFIEJMN_02083,FKIKDOPA_00575,KFHGEANF_04747,MKACMLCG_04473,NMLJHHJO_00353,NFFLFIEF_03012,GIHCKAFH_03535,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_03969,AADFBFMN_04685,PFGAHHNN_00768,HCPBJEEI_03347,PNJLNNEM_01884,FLLLBHKB_04421,,AHGDBNMD_03969,5
10,,hypothetical protein,CDS,shell,S1,exact_accessory,soft_accessory,551.0,551,10,IJBHHNBA_01347,CPFIEJMN_02081,FKIKDOPA_00577,,MKACMLCG_04475,NMLJHHJO_00355,,,"{'color': {'r': 0, 'g': 216, 'b': 96, 'a': 0.0}, 'size': 10.0}",AHGDBNMD_03971,AADFBFMN_04683,PFGAHHNN_00766,HCPBJEEI_03349,PNJLNNEM_01882,,,AHGDBNMD_03971,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,497.0,497,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_03973,,,,,,,AHGDBNMD_03973,2
1,tetD,Transposon Tn10 TetD protein,CDS,cloud,C,exact_accessory,soft_accessory,434.0,434,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_03974,,,,,,,AHGDBNMD_03974,2
1,dadD,5'-deoxyadenosine deaminase,CDS,cloud,C,exact_accessory,soft_accessory,440.0,440,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_03975,,,,,,,AHGDBNMD_03975,1
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,537.2,542,15,IJBHHNBA_02444,CPFIEJMN_00826,FKIKDOPA_05023,KFHGEANF_02358,MKACMLCG_01008,NMLJHHJO_04521,NFFLFIEF_00367,GIHCKAFH_02960,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03977,AADFBFMN_01177,PFGAHHNN_05154,HCPBJEEI_01736,PNJLNNEM_00313,FLLLBHKB_03228,ACOGLMFH_01260,AHGDBNMD_03977,3
14,,hypothetical protein,CDS,persistent,P,exact_accessory,soft_accessory,397.57,392,14,IJBHHNBA_02440,CPFIEJMN_00822,FKIKDOPA_05019,KFHGEANF_02354,MKACMLCG_01004,NMLJHHJO_04525,NFFLFIEF_00363,GIHCKAFH_02964,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_03981,AADFBFMN_01181,PFGAHHNN_05158,HCPBJEEI_01732,,FLLLBHKB_03232,ACOGLMFH_01256,AHGDBNMD_03981,3
15,bluB,5%2C6-dimethylbenzimidazole synthase,CDS,persistent,P,exact_core,soft_core,637.2,644,15,IJBHHNBA_02439,CPFIEJMN_00821,FKIKDOPA_05017,KFHGEANF_02353,MKACMLCG_01003,NMLJHHJO_04526,NFFLFIEF_00362,GIHCKAFH_02965,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03982,AADFBFMN_01182,PFGAHHNN_05159,HCPBJEEI_01731,PNJLNNEM_00307,FLLLBHKB_03233,ACOGLMFH_01255,AHGDBNMD_03982,4
14,,hypothetical protein,CDS,persistent,P,exact_accessory,soft_accessory,539.0,539,14,IJBHHNBA_02437,CPFIEJMN_00819,FKIKDOPA_05015,KFHGEANF_02351,MKACMLCG_01001,NMLJHHJO_04528,NFFLFIEF_00360,GIHCKAFH_02967,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_03984,AADFBFMN_01185,PFGAHHNN_05162,HCPBJEEI_01729,PNJLNNEM_00305,,ACOGLMFH_01253,AHGDBNMD_03984,3
14,,hypothetical protein,CDS,persistent,P,exact_accessory,soft_accessory,431.0,431,14,IJBHHNBA_02432,CPFIEJMN_00814,FKIKDOPA_05010,KFHGEANF_02346,MKACMLCG_00996,NMLJHHJO_04533,NFFLFIEF_00355,GIHCKAFH_02972,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_03989,AADFBFMN_01190,PFGAHHNN_05167,HCPBJEEI_01724,PNJLNNEM_00300,,ACOGLMFH_01248,AHGDBNMD_03989,4
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,425.0,425,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",AHGDBNMD_03992,,,,,,,AHGDBNMD_03992,1
6,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,347.0,347,6,IJBHHNBA_00642,,FKIKDOPA_01918,,MKACMLCG_03480,NMLJHHJO_00465,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 6.0}",AHGDBNMD_03993,,,,PNJLNNEM_04700,,,AHGDBNMD_03993,5
8,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,473.75,488,7,IJBHHNBA_00641,CPFIEJMN_01947,FKIKDOPA_01917,,MKACMLCG_03481,NMLJHHJO_00464,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 7.0}",AHGDBNMD_03994,,,,PNJLNNEM_04699|PNJLNNEM_01752,,,AHGDBNMD_03994,5
15,frp,NADPH-flavin oxidoreductase,CDS,persistent,P,exact_core,soft_core,722.0,722,15,IJBHHNBA_01234,CPFIEJMN_01950,FKIKDOPA_02388,KFHGEANF_04903,MKACMLCG_04588,NMLJHHJO_00461,NFFLFIEF_03130,GIHCKAFH_03653,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_03997,AADFBFMN_04552,PFGAHHNN_00657,HCPBJEEI_03473,PNJLNNEM_01755,FLLLBHKB_04525,ACOGLMFH_00571,AHGDBNMD_03997,4
14,sgrR_4,HTH-type transcriptional regulator SgrR,CDS,persistent,P,exact_accessory,soft_accessory,1751.0,1751,14,IJBHHNBA_01235,CPFIEJMN_01951,,KFHGEANF_04902,MKACMLCG_04587,NMLJHHJO_00460,NFFLFIEF_03129,GIHCKAFH_03652,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_03998,AADFBFMN_04553,PFGAHHNN_00658,HCPBJEEI_03472,PNJLNNEM_01756,FLLLBHKB_04524,ACOGLMFH_00572,AHGDBNMD_03998,2
10,,hypothetical protein,CDS,shell,S1,exact_accessory,soft_accessory,521.0,521,10,IJBHHNBA_01804,CPFIEJMN_03980,FKIKDOPA_03403,KFHGEANF_06071,MKACMLCG_05233,,,,"{'color': {'r': 0, 'g': 216, 'b': 96, 'a': 0.0}, 'size': 10.0}",AHGDBNMD_04004,AADFBFMN_05112,,HCPBJEEI_05128,PNJLNNEM_03912,,ACOGLMFH_03346,AHGDBNMD_04004,4
